"sender","subject","keywords","has_url","has_attachment","timestamp","label"
"notifications@github.com","Password Reset Confirmation","update notification","1","0","2024-04-25 21:14","legitimate"
"notifications@github.com","Welcome to Our Service!","invoice details","0","1","2024-04-05 15:33","legitimate"
"team@trello.com","Meeting Reminder: 2 PM Today","invoice details","0","0","2025-02-05 23:46","legitimate"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","verify immediately","0","1","2024-09-06 10:12","phishing"
"team@trello.com","Your Monthly Statement","team collaboration","1","0","2024-11-04 21:59","legitimate"
"info@outlook.com","Your Monthly Statement","invoice details","1","1","2024-04-09 20:49","legitimate"
"alerts@chasebankk.com","Update Your Payment Info Immediately","verify immediately","1","0","2024-06-24 23:37","phishing"
"unknown@suspicious.com","Update Your Payment Info Immediately","claim now","0","1","2025-02-25 11:37","phishing"
"notifications@github.com","Password Reset Confirmation","meeting agenda","1","0","2024-05-01 16:28","legitimate"
"updates@google.com","Welcome to Our Service!","invoice details","1","0","2024-05-02 15:07","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","claim now","0","1","2024-09-01 00:36","phishing"
"info@outlook.com","Project Update from Team","welcome message","1","1","2024-11-10 20:45","legitimate"
"noreply@paypa1.com","Security Alert: Suspicious Login","crypto bonus","1","0","2025-02-04 02:07","phishing"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","win free prize","0","1","2024-12-09 02:32","phishing"
"john.doe@gmail.com","Project Update from Team","invoice details","0","0","2024-09-17 08:27","legitimate"
"info@outlook.com","Your Monthly Statement","team collaboration","0","0","2025-01-07 04:25","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","update notification","1","1","2024-12-02 11:04","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","verify immediately","0","0","2024-04-18 19:09","phishing"
"support@linkedin.com","Welcome to Our Service!","reset instructions","0","0","2024-03-22 17:21","legitimate"
"unknown@suspicious.com","Security Alert: Suspicious Login","verify immediately","0","0","2024-04-11 13:44","phishing"
"security@bank-alert.com","You Won $1000 - Click to Redeem","win free prize","1","1","2025-02-22 12:55","phishing"
"team@trello.com","Your Monthly Statement","team collaboration","0","1","2024-03-31 04:25","legitimate"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","meeting agenda","1","1","2024-06-14 12:25","legitimate"
"unknown@suspicious.com","Claim Your Prize Now!","winner alert","0","1","2024-12-18 04:26","phishing"
"team@trello.com","Password Reset Confirmation","welcome message","1","1","2025-02-16 13:20","legitimate"
"team@trello.com","Password Reset Confirmation","meeting agenda","1","1","2025-02-27 00:57","legitimate"
"team@trello.com","Your Monthly Statement","team collaboration","0","0","2024-07-05 13:27","legitimate"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","verify immediately","1","0","2024-06-25 00:21","phishing"
"unknown@suspicious.com","Claim Your Prize Now!","verify immediately","0","1","2024-04-01 19:41","phishing"
"notifications@github.com","Welcome to Our Service!","update notification","1","1","2024-07-17 22:46","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","winner alert","1","0","2025-03-07 11:35","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","claim now","0","1","2024-07-19 16:11","phishing"
"support@linkedin.com","Project Update from Team","welcome message","0","1","2025-01-24 22:26","legitimate"
"john.doe@gmail.com","Password Reset Confirmation","meeting agenda","0","1","2024-04-03 17:38","legitimate"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","verify immediately","1","0","2024-08-25 21:36","phishing"
"team@trello.com","Project Update from Team","invoice details","0","0","2024-12-08 22:43","legitimate"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","team collaboration","0","0","2024-08-04 20:48","legitimate"
"info@outlook.com","Password Reset Confirmation","reset instructions","0","0","2024-12-14 19:36","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","team collaboration","0","0","2024-06-27 05:00","legitimate"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","crypto bonus","0","1","2024-12-18 19:55","phishing"
"updates@google.com","Your Monthly Statement","meeting agenda","1","0","2024-10-30 19:30","legitimate"
"team@trello.com","Welcome to Our Service!","meeting agenda","0","1","2025-03-02 17:39","legitimate"
"support@linkedin.com","Password Reset Confirmation","reset instructions","1","0","2024-06-07 16:56","legitimate"
"john.doe@gmail.com","Welcome to Our Service!","team collaboration","1","0","2024-06-09 19:29","legitimate"
"support@linkedin.com","Welcome to Our Service!","team collaboration","0","0","2024-10-16 04:59","legitimate"
"support@linkedin.com","Password Reset Confirmation","invoice details","0","1","2025-01-25 19:47","legitimate"
"alerts@chasebankk.com","Security Alert: Suspicious Login","win free prize","0","1","2024-04-21 23:34","phishing"
"info@outlook.com","Project Update from Team","team collaboration","1","0","2024-03-29 07:25","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","meeting agenda","0","0","2024-06-04 04:22","legitimate"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","verify immediately","0","1","2024-08-02 15:35","phishing"
"updates@google.com","Password Reset Confirmation","update notification","1","0","2024-09-13 08:50","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","winner alert","1","1","2024-06-24 00:05","phishing"
"notifications@github.com","Password Reset Confirmation","welcome message","0","0","2024-08-10 07:47","legitimate"
"alerts@chasebankk.com","Update Your Payment Info Immediately","claim now","1","0","2024-11-13 09:03","phishing"
"support@amaz0n-deals.com","Claim Your Prize Now!","claim now","0","0","2024-04-13 16:58","phishing"
"security@bank-alert.com","Urgent: Account Verification Required!","verify immediately","0","1","2025-02-17 00:34","phishing"
"security@bank-alert.com","You Won $1000 - Click to Redeem","crypto bonus","1","1","2024-09-24 15:57","phishing"
"support@linkedin.com","Your Monthly Statement","update notification","1","0","2025-03-03 09:06","legitimate"
"noreply@paypa1.com","Security Alert: Suspicious Login","winner alert","0","1","2025-02-05 14:14","phishing"
"unknown@suspicious.com","Security Alert: Suspicious Login","crypto bonus","1","1","2024-08-23 11:16","phishing"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","team collaboration","1","1","2024-12-04 17:38","legitimate"
"john.doe@gmail.com","Welcome to Our Service!","invoice details","1","1","2024-05-29 02:42","legitimate"
"notifications@github.com","Welcome to Our Service!","reset instructions","0","0","2024-08-14 20:00","legitimate"
"info@outlook.com","Your Monthly Statement","reset instructions","1","1","2025-03-01 16:02","legitimate"
"team@trello.com","Your Monthly Statement","team collaboration","0","1","2025-01-04 00:14","legitimate"
"team@trello.com","Project Update from Team","team collaboration","0","1","2024-10-04 18:42","legitimate"
"noreply@paypa1.com","Update Your Payment Info Immediately","verify immediately","1","1","2024-06-01 14:35","phishing"
"security@bank-alert.com","Urgent: Account Verification Required!","claim now","0","1","2024-06-16 03:13","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","verify immediately","0","1","2025-02-12 04:10","phishing"
"support@linkedin.com","Project Update from Team","welcome message","0","0","2024-09-06 10:38","legitimate"
"team@trello.com","Project Update from Team","update notification","0","1","2024-04-25 13:00","legitimate"
"updates@google.com","Meeting Reminder: 2 PM Today","team collaboration","1","0","2024-08-26 19:47","legitimate"
"support@linkedin.com","Welcome to Our Service!","meeting agenda","1","1","2024-12-12 16:29","legitimate"
"team@trello.com","Meeting Reminder: 2 PM Today","reset instructions","0","1","2024-12-10 05:14","legitimate"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","meeting agenda","0","1","2024-12-17 16:45","legitimate"
"updates@google.com","Welcome to Our Service!","team collaboration","0","1","2025-01-17 03:13","legitimate"
"security@bank-alert.com","You Won $1000 - Click to Redeem","claim now","1","0","2024-09-21 06:42","phishing"
"admin@micros0ft.com","Update Your Payment Info Immediately","winner alert","1","1","2025-01-15 06:24","phishing"
"security@bank-alert.com","Update Your Payment Info Immediately","winner alert","0","1","2024-04-12 10:55","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","win free prize","0","1","2025-02-22 03:20","phishing"
"info@outlook.com","Project Update from Team","reset instructions","0","0","2024-12-07 14:07","legitimate"
"john.doe@gmail.com","Password Reset Confirmation","update notification","1","0","2025-02-27 00:17","legitimate"
"info@outlook.com","Welcome to Our Service!","reset instructions","0","1","2024-08-05 22:55","legitimate"
"updates@google.com","Project Update from Team","update notification","0","0","2024-07-29 03:40","legitimate"
"support@linkedin.com","Your Monthly Statement","team collaboration","0","0","2024-06-27 15:06","legitimate"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","verify immediately","1","1","2024-10-17 01:00","phishing"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","urgent security update","1","1","2024-11-19 07:22","phishing"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","crypto bonus","1","0","2024-03-26 08:12","phishing"
"john.doe@gmail.com","Your Monthly Statement","invoice details","1","1","2024-05-20 10:40","legitimate"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","verify immediately","1","1","2024-07-20 21:13","phishing"
"notifications@github.com","Meeting Reminder: 2 PM Today","reset instructions","1","1","2024-03-22 08:55","legitimate"
"noreply@paypa1.com","Update Your Payment Info Immediately","win free prize","1","1","2024-03-28 21:56","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","win free prize","0","0","2024-04-06 06:41","phishing"
"team@trello.com","Meeting Reminder: 2 PM Today","update notification","0","0","2024-10-18 22:26","legitimate"
"updates@google.com","Meeting Reminder: 2 PM Today","team collaboration","1","1","2024-09-14 23:48","legitimate"
"john.doe@gmail.com","Project Update from Team","reset instructions","0","0","2024-06-17 13:33","legitimate"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","winner alert","0","0","2024-05-21 14:21","phishing"
"team@trello.com","Password Reset Confirmation","update notification","0","1","2024-04-16 01:46","legitimate"
"support@linkedin.com","Project Update from Team","update notification","0","1","2024-07-18 02:56","legitimate"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","urgent security update","1","0","2025-01-07 22:27","phishing"
"unknown@suspicious.com","Claim Your Prize Now!","crypto bonus","1","0","2025-02-17 00:21","phishing"
"alerts@chasebankk.com","Claim Your Prize Now!","claim now","0","1","2024-12-02 21:34","phishing"
"support@linkedin.com","Project Update from Team","meeting agenda","0","0","2024-05-04 11:44","legitimate"
"security@bank-alert.com","Security Alert: Suspicious Login","verify immediately","1","1","2024-10-12 23:59","phishing"
"security@bank-alert.com","Update Your Payment Info Immediately","claim now","0","1","2024-11-05 21:41","phishing"
"team@trello.com","Welcome to Our Service!","meeting agenda","1","0","2024-11-09 10:46","legitimate"
"admin@micros0ft.com","Update Your Payment Info Immediately","urgent security update","0","0","2024-04-19 12:58","phishing"
"john.doe@gmail.com","Welcome to Our Service!","reset instructions","1","0","2024-07-18 06:05","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","crypto bonus","1","0","2024-03-14 15:06","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","claim now","0","0","2024-12-16 14:47","phishing"
"noreply@paypa1.com","Security Alert: Suspicious Login","winner alert","1","1","2024-10-29 15:03","phishing"
"notifications@github.com","Password Reset Confirmation","update notification","1","0","2024-08-04 09:58","legitimate"
"john.doe@gmail.com","Welcome to Our Service!","welcome message","0","0","2024-12-04 03:42","legitimate"
"admin@micros0ft.com","Claim Your Prize Now!","winner alert","1","1","2024-09-13 03:00","phishing"
"updates@google.com","Meeting Reminder: 2 PM Today","invoice details","1","0","2024-12-26 18:45","legitimate"
"unknown@suspicious.com","Urgent: Account Verification Required!","claim now","0","1","2025-01-28 22:36","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","winner alert","0","1","2024-06-22 19:12","phishing"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","claim now","1","0","2024-03-25 22:40","phishing"
"admin@micros0ft.com","Update Your Payment Info Immediately","win free prize","1","1","2024-10-15 08:43","phishing"
"updates@google.com","Project Update from Team","update notification","1","0","2024-12-24 07:52","legitimate"
"updates@google.com","Project Update from Team","reset instructions","0","1","2025-02-25 07:57","legitimate"
"unknown@suspicious.com","Claim Your Prize Now!","crypto bonus","1","1","2024-10-24 06:32","phishing"
"updates@google.com","Meeting Reminder: 2 PM Today","invoice details","0","1","2024-11-24 04:38","legitimate"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","verify immediately","1","0","2025-01-13 00:28","phishing"
"notifications@github.com","Your Monthly Statement","welcome message","0","1","2024-05-18 22:10","legitimate"
"unknown@suspicious.com","Security Alert: Suspicious Login","verify immediately","1","0","2025-02-12 10:48","phishing"
"notifications@github.com","Your Monthly Statement","meeting agenda","1","1","2024-11-03 23:18","legitimate"
"updates@google.com","Meeting Reminder: 2 PM Today","meeting agenda","0","1","2024-11-30 06:48","legitimate"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","claim now","0","0","2024-05-14 09:07","phishing"
"john.doe@gmail.com","Your Monthly Statement","update notification","1","1","2024-04-01 15:14","legitimate"
"updates@google.com","Meeting Reminder: 2 PM Today","reset instructions","1","0","2024-04-06 02:44","legitimate"
"notifications@github.com","Project Update from Team","meeting agenda","1","0","2024-07-09 08:23","legitimate"
"updates@google.com","Meeting Reminder: 2 PM Today","meeting agenda","0","1","2024-10-25 00:39","legitimate"
"notifications@github.com","Your Monthly Statement","team collaboration","0","1","2024-10-19 17:25","legitimate"
"updates@google.com","Password Reset Confirmation","update notification","1","0","2024-12-24 18:45","legitimate"
"info@outlook.com","Project Update from Team","reset instructions","0","0","2024-03-19 15:16","legitimate"
"alerts@chasebankk.com","Claim Your Prize Now!","claim now","0","1","2024-04-08 07:06","phishing"
"admin@micros0ft.com","Claim Your Prize Now!","win free prize","0","0","2024-08-05 16:59","phishing"
"john.doe@gmail.com","Project Update from Team","update notification","0","1","2024-08-20 07:38","legitimate"
"security@bank-alert.com","Security Alert: Suspicious Login","crypto bonus","1","1","2024-10-18 20:55","phishing"
"updates@google.com","Your Monthly Statement","team collaboration","0","0","2024-11-01 04:14","legitimate"
"admin@micros0ft.com","Urgent: Account Verification Required!","urgent security update","0","0","2024-10-26 13:17","phishing"
"updates@google.com","Project Update from Team","welcome message","1","0","2025-01-28 08:59","legitimate"
"info@outlook.com","Your Monthly Statement","update notification","1","0","2025-02-19 15:28","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","winner alert","0","0","2024-04-29 04:01","phishing"
"security@bank-alert.com","Security Alert: Suspicious Login","crypto bonus","0","1","2025-02-25 05:24","phishing"
"team@trello.com","Welcome to Our Service!","update notification","0","0","2024-07-07 18:46","legitimate"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","verify immediately","0","0","2024-10-09 14:30","phishing"
"security@bank-alert.com","Update Your Payment Info Immediately","crypto bonus","1","1","2024-10-19 09:41","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","winner alert","1","0","2024-10-16 18:37","phishing"
"support@linkedin.com","Project Update from Team","team collaboration","0","1","2024-08-29 05:04","legitimate"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","verify immediately","0","1","2024-08-07 04:52","phishing"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","win free prize","1","1","2025-01-27 05:36","phishing"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","verify immediately","1","0","2024-06-25 20:35","phishing"
"support@linkedin.com","Your Monthly Statement","meeting agenda","0","0","2025-01-26 00:57","legitimate"
"admin@micros0ft.com","Claim Your Prize Now!","urgent security update","1","1","2024-12-01 19:11","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","win free prize","0","1","2024-07-01 11:40","phishing"
"noreply@paypa1.com","Claim Your Prize Now!","winner alert","1","1","2024-12-13 20:15","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","crypto bonus","1","1","2024-06-04 12:05","phishing"
"updates@google.com","Project Update from Team","invoice details","0","0","2024-08-09 14:49","legitimate"
"alerts@chasebankk.com","Claim Your Prize Now!","crypto bonus","1","1","2024-06-02 09:41","phishing"
"updates@google.com","Project Update from Team","welcome message","1","1","2024-09-10 11:56","legitimate"
"security@bank-alert.com","Claim Your Prize Now!","verify immediately","1","0","2024-07-09 15:31","phishing"
"notifications@github.com","Meeting Reminder: 2 PM Today","reset instructions","0","1","2025-01-15 04:06","legitimate"
"admin@micros0ft.com","Update Your Payment Info Immediately","winner alert","0","1","2024-12-20 19:18","phishing"
"info@outlook.com","Password Reset Confirmation","update notification","0","0","2024-09-05 10:49","legitimate"
"notifications@github.com","Project Update from Team","invoice details","0","1","2024-03-24 01:38","legitimate"
"updates@google.com","Your Monthly Statement","meeting agenda","0","0","2025-01-29 05:08","legitimate"
"security@bank-alert.com","Update Your Payment Info Immediately","winner alert","1","0","2024-04-20 09:11","phishing"
"team@trello.com","Welcome to Our Service!","welcome message","1","1","2024-11-01 08:02","legitimate"
"admin@micros0ft.com","Security Alert: Suspicious Login","claim now","1","0","2024-07-30 08:20","phishing"
"updates@google.com","Project Update from Team","invoice details","1","0","2025-01-25 07:57","legitimate"
"john.doe@gmail.com","Project Update from Team","reset instructions","0","1","2024-11-12 07:39","legitimate"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","claim now","0","1","2024-09-27 18:42","phishing"
"alerts@chasebankk.com","Security Alert: Suspicious Login","verify immediately","1","1","2024-12-03 18:41","phishing"
"info@outlook.com","Password Reset Confirmation","reset instructions","0","1","2024-06-12 11:45","legitimate"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","winner alert","1","0","2025-03-07 03:06","phishing"
"updates@google.com","Project Update from Team","reset instructions","0","0","2024-09-29 22:16","legitimate"
"team@trello.com","Your Monthly Statement","invoice details","1","1","2024-10-12 02:02","legitimate"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","urgent security update","0","0","2024-08-28 20:36","phishing"
"alerts@chasebankk.com","Claim Your Prize Now!","claim now","0","0","2024-04-02 00:23","phishing"
"notifications@github.com","Meeting Reminder: 2 PM Today","meeting agenda","1","0","2024-08-09 18:36","legitimate"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","win free prize","0","1","2024-04-24 14:24","phishing"
"john.doe@gmail.com","Welcome to Our Service!","meeting agenda","0","0","2024-04-30 07:32","legitimate"
"notifications@github.com","Password Reset Confirmation","welcome message","1","0","2024-04-25 23:56","legitimate"
"updates@google.com","Welcome to Our Service!","team collaboration","0","0","2024-05-04 12:07","legitimate"
"admin@micros0ft.com","Update Your Payment Info Immediately","win free prize","1","0","2024-08-30 18:35","phishing"
"notifications@github.com","Welcome to Our Service!","update notification","1","1","2024-07-13 04:02","legitimate"
"notifications@github.com","Password Reset Confirmation","meeting agenda","1","0","2024-09-09 04:29","legitimate"
"alerts@chasebankk.com","Update Your Payment Info Immediately","verify immediately","0","0","2025-01-07 18:02","phishing"
"updates@google.com","Password Reset Confirmation","update notification","1","1","2024-06-28 13:41","legitimate"
"updates@google.com","Password Reset Confirmation","meeting agenda","0","1","2024-06-03 14:53","legitimate"
"unknown@suspicious.com","Security Alert: Suspicious Login","urgent security update","0","1","2024-05-04 13:54","phishing"
"alerts@chasebankk.com","Claim Your Prize Now!","claim now","0","1","2024-07-01 12:55","phishing"
"admin@micros0ft.com","Update Your Payment Info Immediately","win free prize","0","1","2024-12-28 19:37","phishing"
"support@linkedin.com","Project Update from Team","welcome message","1","1","2024-05-07 06:07","legitimate"
"john.doe@gmail.com","Welcome to Our Service!","reset instructions","1","1","2024-05-18 16:11","legitimate"
"updates@google.com","Project Update from Team","team collaboration","0","1","2024-09-29 10:15","legitimate"
"updates@google.com","Project Update from Team","reset instructions","1","0","2024-11-06 13:43","legitimate"
"john.doe@gmail.com","Project Update from Team","invoice details","0","1","2024-08-13 08:16","legitimate"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","crypto bonus","1","0","2024-10-28 10:12","phishing"
"unknown@suspicious.com","Claim Your Prize Now!","urgent security update","0","1","2024-10-31 06:05","phishing"
"admin@micros0ft.com","Security Alert: Suspicious Login","verify immediately","1","1","2024-06-25 09:24","phishing"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","verify immediately","0","0","2025-01-22 15:32","phishing"
"updates@google.com","Your Monthly Statement","update notification","1","1","2024-03-27 03:05","legitimate"
"updates@google.com","Meeting Reminder: 2 PM Today","invoice details","1","0","2024-07-17 17:52","legitimate"
"admin@micros0ft.com","Security Alert: Suspicious Login","winner alert","0","1","2024-12-26 16:36","phishing"
"support@linkedin.com","Password Reset Confirmation","update notification","0","1","2025-01-12 20:14","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","claim now","1","0","2024-11-20 03:01","phishing"
"info@outlook.com","Meeting Reminder: 2 PM Today","meeting agenda","0","0","2024-10-15 21:53","legitimate"
"info@outlook.com","Project Update from Team","invoice details","1","0","2025-03-12 16:57","legitimate"
"unknown@suspicious.com","Urgent: Account Verification Required!","urgent security update","1","0","2024-12-27 13:58","phishing"
"team@trello.com","Welcome to Our Service!","reset instructions","1","0","2024-12-14 23:07","legitimate"
"noreply@paypa1.com","Claim Your Prize Now!","claim now","0","0","2025-02-19 17:35","phishing"
"noreply@paypa1.com","Urgent: Account Verification Required!","winner alert","1","0","2024-12-26 21:57","phishing"
"info@outlook.com","Project Update from Team","meeting agenda","0","1","2025-02-02 10:46","legitimate"
"updates@google.com","Project Update from Team","reset instructions","0","0","2024-10-27 13:46","legitimate"
"team@trello.com","Project Update from Team","meeting agenda","1","0","2024-07-16 12:37","legitimate"
"alerts@chasebankk.com","Update Your Payment Info Immediately","crypto bonus","1","1","2024-05-24 10:52","phishing"
"updates@google.com","Password Reset Confirmation","meeting agenda","0","1","2024-07-11 19:33","legitimate"
"security@bank-alert.com","Claim Your Prize Now!","urgent security update","1","0","2024-04-17 19:17","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","verify immediately","0","0","2024-09-18 16:09","phishing"
"team@trello.com","Meeting Reminder: 2 PM Today","reset instructions","0","0","2024-06-09 17:47","legitimate"
"alerts@chasebankk.com","Security Alert: Suspicious Login","winner alert","0","0","2024-09-12 09:09","phishing"
"updates@google.com","Meeting Reminder: 2 PM Today","reset instructions","1","1","2024-04-12 21:02","legitimate"
"unknown@suspicious.com","Urgent: Account Verification Required!","crypto bonus","0","1","2024-07-07 13:05","phishing"
"alerts@chasebankk.com","Security Alert: Suspicious Login","verify immediately","0","1","2024-12-21 10:48","phishing"
"john.doe@gmail.com","Your Monthly Statement","invoice details","0","1","2024-10-16 06:01","legitimate"
"admin@micros0ft.com","Claim Your Prize Now!","urgent security update","0","0","2024-07-28 20:07","phishing"
"noreply@paypa1.com","Claim Your Prize Now!","crypto bonus","0","0","2025-03-06 09:19","phishing"
"john.doe@gmail.com","Welcome to Our Service!","team collaboration","0","1","2024-08-17 01:23","legitimate"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","winner alert","1","0","2024-07-10 21:02","phishing"
"info@outlook.com","Meeting Reminder: 2 PM Today","invoice details","0","1","2024-06-05 10:04","legitimate"
"support@linkedin.com","Welcome to Our Service!","meeting agenda","0","1","2024-12-13 09:57","legitimate"
"unknown@suspicious.com","Urgent: Account Verification Required!","urgent security update","1","1","2024-03-30 06:16","phishing"
"info@outlook.com","Your Monthly Statement","welcome message","0","1","2024-07-09 22:03","legitimate"
"updates@google.com","Your Monthly Statement","reset instructions","1","1","2025-03-13 19:54","legitimate"
"info@outlook.com","Meeting Reminder: 2 PM Today","welcome message","0","0","2025-02-03 17:40","legitimate"
"info@outlook.com","Meeting Reminder: 2 PM Today","invoice details","1","1","2024-10-13 02:44","legitimate"
"noreply@paypa1.com","Security Alert: Suspicious Login","claim now","1","1","2024-12-20 11:18","phishing"
"unknown@suspicious.com","Claim Your Prize Now!","urgent security update","0","1","2024-12-04 14:12","phishing"
"alerts@chasebankk.com","Claim Your Prize Now!","verify immediately","1","0","2024-10-25 05:45","phishing"
"unknown@suspicious.com","Security Alert: Suspicious Login","urgent security update","0","0","2025-02-07 03:13","phishing"
"noreply@paypa1.com","Claim Your Prize Now!","verify immediately","0","0","2025-02-07 09:06","phishing"
"notifications@github.com","Welcome to Our Service!","team collaboration","1","0","2024-09-21 06:12","legitimate"
"john.doe@gmail.com","Your Monthly Statement","welcome message","0","1","2024-04-25 14:27","legitimate"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","claim now","1","1","2025-01-14 18:20","phishing"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","reset instructions","1","1","2024-07-07 18:05","legitimate"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","urgent security update","0","0","2024-08-21 13:32","phishing"
"updates@google.com","Meeting Reminder: 2 PM Today","team collaboration","0","1","2024-09-02 20:36","legitimate"
"support@linkedin.com","Password Reset Confirmation","welcome message","0","0","2024-11-07 05:18","legitimate"
"support@linkedin.com","Your Monthly Statement","reset instructions","1","1","2024-07-19 10:46","legitimate"
"support@linkedin.com","Password Reset Confirmation","invoice details","0","0","2024-11-25 05:06","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","crypto bonus","0","1","2024-08-25 07:22","phishing"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","winner alert","0","0","2024-03-28 01:14","phishing"
"noreply@paypa1.com","Urgent: Account Verification Required!","urgent security update","1","1","2024-08-15 04:13","phishing"
"unknown@suspicious.com","Update Your Payment Info Immediately","win free prize","1","1","2024-12-25 23:48","phishing"
"noreply@paypa1.com","Security Alert: Suspicious Login","verify immediately","0","1","2025-01-20 00:21","phishing"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","verify immediately","1","1","2025-02-01 17:50","phishing"
"security@bank-alert.com","You Won $1000 - Click to Redeem","winner alert","1","1","2025-03-08 10:20","phishing"
"support@linkedin.com","Project Update from Team","team collaboration","0","1","2024-08-19 18:51","legitimate"
"alerts@chasebankk.com","Update Your Payment Info Immediately","claim now","1","0","2024-07-22 20:10","phishing"
"notifications@github.com","Welcome to Our Service!","meeting agenda","0","1","2024-06-27 22:20","legitimate"
"updates@google.com","Meeting Reminder: 2 PM Today","update notification","0","1","2024-12-30 02:15","legitimate"
"admin@micros0ft.com","Claim Your Prize Now!","crypto bonus","1","1","2025-02-04 04:59","phishing"
"notifications@github.com","Project Update from Team","team collaboration","1","1","2024-09-04 22:29","legitimate"
"security@bank-alert.com","You Won $1000 - Click to Redeem","winner alert","0","1","2025-01-21 09:06","phishing"
"noreply@paypa1.com","Urgent: Account Verification Required!","crypto bonus","1","1","2025-02-23 09:47","phishing"
"support@linkedin.com","Welcome to Our Service!","welcome message","1","0","2024-04-24 12:29","legitimate"
"admin@micros0ft.com","Security Alert: Suspicious Login","winner alert","0","0","2024-07-19 22:46","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","crypto bonus","1","1","2025-02-17 15:44","phishing"
"noreply@paypa1.com","Claim Your Prize Now!","claim now","1","1","2024-06-03 23:33","phishing"
"noreply@paypa1.com","Security Alert: Suspicious Login","verify immediately","0","0","2025-03-13 06:01","phishing"
"alerts@chasebankk.com","Claim Your Prize Now!","urgent security update","0","1","2025-03-10 16:48","phishing"
"unknown@suspicious.com","Urgent: Account Verification Required!","winner alert","1","1","2024-11-18 16:15","phishing"
"admin@micros0ft.com","Security Alert: Suspicious Login","verify immediately","1","0","2024-12-21 09:06","phishing"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","update notification","1","0","2025-02-21 03:48","legitimate"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","verify immediately","0","1","2024-08-10 12:04","phishing"
"info@outlook.com","Meeting Reminder: 2 PM Today","welcome message","0","1","2024-12-13 14:42","legitimate"
"updates@google.com","Project Update from Team","meeting agenda","0","0","2024-08-09 02:12","legitimate"
"security@bank-alert.com","Claim Your Prize Now!","crypto bonus","1","0","2024-09-05 04:24","phishing"
"noreply@paypa1.com","Claim Your Prize Now!","verify immediately","1","1","2025-02-24 02:31","phishing"
