subject,body,label
Password Reset Required Immediately,"Hello Amanda,
Your recent payment of $81 failed. Update your details: http://login.aguilar.com/5159
Avoid service disruption!
Sincerely,
Olson-Perry Billing",Phishing
Welcome to Hunt-Flores!,"Hi John,
Just a reminder about our team meeting tomorrow at 19:48:44. Please prepare your updates.
Thanks,
James Jones",Legitimate
Weekly Newsletter – 2025-02-01,"Hi Rachel,
Just a reminder about our team meeting tomorrow at 01:40:24. Please prepare your updates.
Thanks,
Matthew Gordon",Legitimate
Security Alert: Suspicious Login Detected,"Congratulations Benjamin!
You’ve won a $105 gift card! Claim it now: http://login.roberts.com/6634
Hurry, offer expires soon!
Best,
Thompson Ltd Rewards Team",Phishing
Weekly Newsletter – 2025-02-08,"Hi Erica,
Just a reminder about our team meeting tomorrow at 10:48:33. Please prepare your updates.
Thanks,
Dana Woods",Legitimate
Weekly Newsletter – 2025-02-18,"Dear Gerald,
Your Netflix subscription renews on 2025-02-18. No action needed – you’re all set!
Best,
Brown-Carpenter Team",Legitimate
Welcome to Arnold-Dickerson!,"Welcome Peggy!
We’re excited to have you with Arnold-Dickerson. Explore your account here: http://login.larson.org/1113
Cheers,
Arnold-Dickerson Onboarding",Legitimate
Your Payment Failed – Update Billing Info,"Hi Kelly,
Your Google account password has expired. Reset it here: http://secure.murphy.info/4039
This is urgent!
Thanks,
Luna and Sons Security",Phishing
Welcome to Hayes Group!,"Hi Kimberly,
Here’s your weekly update for 2025-02-13. Stay informed with Hayes Group news!
Thanks,
Hayes Group Newsletter Team",Legitimate
Urgent: Verify Your Account Now!,"Dear Travis,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.jefferson-bird.org/4832
Act now!
Garcia, Suarez and Hayes Team",Phishing
"You’ve Won $5,000 – Claim It Here!","Hi William,
Your Bank of America account password has expired. Reset it here: http://login.lee.net/5873
This is urgent!
Thanks,
Kelley, Reed and Kidd Security",Phishing
"You’ve Won $5,000 – Claim It Here!","Congratulations Stephen!
You’ve won a $3524 gift card! Claim it now: http://verify.coleman-king.biz/4093
Hurry, offer expires soon!
Best,
Ford Inc Rewards Team",Phishing
"Welcome to Ortiz, Washington and Quinn!","Dear Kristy,
Your Google subscription renews on 2025-02-11. No action needed – you’re all set!
Best,
Ortiz, Washington and Quinn Team",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Christopher,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.branch-mitchell.info/5533
Act now!
Scott and Sons Team",Phishing
Urgent: Verify Your Account Now!,"Dear Mark,
We’re investigating a login attempt from an unknown device. Secure your account: http://login.peterson.com/3231
Act now!
Gray-Mccormick Team",Phishing
Your Payment Failed – Update Billing Info,"Dear Bruce,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.rowe-mendez.info/4817
Act now!
Davis Ltd Team",Phishing
Your Subscription Renewal,"Hello Steven,
Here’s the latest on our project. Next milestone is due 2025-02-03. Let me know if you have questions!
Regards,
Timothy Williams",Legitimate
Password Reset Required Immediately,"Dear Corey,
We detected unusual activity on your account. Click here to verify: http://claim.anderson-diaz.info/7544
Failure to act within 24 hours will suspend your account.
Regards,
Flores, Randolph and Smith Support",Phishing
"You’ve Won $5,000 – Claim It Here!","Dear Laura,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.mcneil.info/2941
Act now!
Yoder PLC Team",Phishing
"You’ve Won $5,000 – Claim It Here!","Hello Jennifer,
Your recent payment of $3437 failed. Update your details: http://claim.gross.com/4679
Avoid service disruption!
Sincerely,
Nichols, Huff and Boyd Billing",Phishing
Welcome to Perez PLC!,"Welcome Anthony!
We’re excited to have you with Perez PLC. Explore your account here: http://secure.williams.biz/5712
Cheers,
Perez PLC Onboarding",Legitimate
"Welcome to Davis, Wagner and Morgan!","Hi Courtney,
Here’s your weekly update for 2025-02-07. Stay informed with Davis, Wagner and Morgan news!
Thanks,
Davis, Wagner and Morgan Newsletter Team",Legitimate
"Welcome to Wang, Singleton and Orozco!","Hello Madison,
Here’s the latest on our project. Next milestone is due 2025-02-07. Let me know if you have questions!
Regards,
Kevin Mcneil",Legitimate
"You’ve Won $5,000 – Claim It Here!","Congratulations Alexis!
You’ve won a $2466 gift card! Claim it now: http://secure.walker.com/7569
Hurry, offer expires soon!
Best,
Williams and Sons Rewards Team",Phishing
"You’ve Won $5,000 – Claim It Here!","Congratulations Tiffany!
You’ve won a $3281 gift card! Claim it now: http://claim.hood.com/8128
Hurry, offer expires soon!
Best,
Wiggins, Russell and Cochran Rewards Team",Phishing
"You’ve Won $5,000 – Claim It Here!","Congratulations Shelley!
You’ve won a $3841 gift card! Claim it now: http://secure.hill.info/2858
Hurry, offer expires soon!
Best,
Riddle-Ramirez Rewards Team",Phishing
Welcome to Roy-Harris!,"Hi Austin,
Just a reminder about our team meeting tomorrow at 11:12:57. Please prepare your updates.
Thanks,
Ann Gentry",Legitimate
Project Update: Next Steps,"Dear Justin,
Your Netflix subscription renews on 2025-02-18. No action needed – you’re all set!
Best,
Williamson-Armstrong Team",Legitimate
Your Payment Failed – Update Billing Info,"Hi Carrie,
Your PayPal account password has expired. Reset it here: http://claim.hansen.com/4020
This is urgent!
Thanks,
Lindsey-Mann Security",Phishing
Password Reset Required Immediately,"Dear Sherry,
We detected unusual activity on your account. Click here to verify: http://login.ray-cohen.com/8810
Failure to act within 24 hours will suspend your account.
Regards,
Branch-Steele Support",Phishing
Password Reset Required Immediately,"Congratulations Ashlee!
You’ve won a $1585 gift card! Claim it now: http://login.browning.org/3021
Hurry, offer expires soon!
Best,
Montgomery-Cole Rewards Team",Phishing
Your Subscription Renewal,"Welcome Angela!
We’re excited to have you with Moore-Simmons. Explore your account here: http://claim.lopez.com/6883
Cheers,
Moore-Simmons Onboarding",Legitimate
Urgent: Verify Your Account Now!,"Hi Alexander,
Your Netflix account password has expired. Reset it here: http://login.anderson.com/5475
This is urgent!
Thanks,
Peters-Miller Security",Phishing
Weekly Newsletter – 2025-02-13,"Hi Travis,
Here’s your weekly update for 2025-02-13. Stay informed with Ortiz-Rivera news!
Thanks,
Ortiz-Rivera Newsletter Team",Legitimate
Your Subscription Renewal,"Hello Cheryl,
Here’s the latest on our project. Next milestone is due 2025-02-07. Let me know if you have questions!
Regards,
Shawn Garrett",Legitimate
Password Reset Required Immediately,"Dear Joseph,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.brown-michael.org/4968
Act now!
Hodge, Long and Vazquez Team",Phishing
Your Subscription Renewal,"Hi Christopher,
Here’s your weekly update for 2025-02-22. Stay informed with King-Martinez news!
Thanks,
King-Martinez Newsletter Team",Legitimate
Your Payment Failed – Update Billing Info,"Hi Angelica,
Your Google account password has expired. Reset it here: http://claim.holt.com/4864
This is urgent!
Thanks,
Cooley Group Security",Phishing
Password Reset Required Immediately,"Hello Keith,
Your recent payment of $1970 failed. Update your details: http://login.white-ramos.info/4814
Avoid service disruption!
Sincerely,
Sanders, Jones and Mitchell Billing",Phishing
Urgent: Verify Your Account Now!,"Dear Susan,
We’re investigating a login attempt from an unknown device. Secure your account: http://login.gonzalez.org/3527
Act now!
Webster, Brock and Edwards Team",Phishing
Weekly Newsletter – 2025-02-12,"Hello Logan,
Here’s the latest on our project. Next milestone is due 2025-02-12. Let me know if you have questions!
Regards,
Louis Silva",Legitimate
Weekly Newsletter – 2025-02-09,"Hi Christopher,
Here’s your weekly update for 2025-02-09. Stay informed with Oliver-Orr news!
Thanks,
Oliver-Orr Newsletter Team",Legitimate
Welcome to Vargas-Diaz!,"Hi Vincent,
Just a reminder about our team meeting tomorrow at 12:59:24. Please prepare your updates.
Thanks,
Samantha Adkins",Legitimate
Welcome to Gonzalez and Sons!,"Hi Melissa,
Just a reminder about our team meeting tomorrow at 00:21:03. Please prepare your updates.
Thanks,
Brenda Dickson",Legitimate
Your Payment Failed – Update Billing Info,"Dear Daniel,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.smith-hart.com/8276
Act now!
Silva-Harris Team",Phishing
Team Meeting Tomorrow,"Welcome Sharon!
We’re excited to have you with Cox-Rasmussen. Explore your account here: http://verify.lynch.org/1530
Cheers,
Cox-Rasmussen Onboarding",Legitimate
Project Update: Next Steps,"Dear Levi,
Your Netflix subscription renews on 2025-02-12. No action needed – you’re all set!
Best,
Steele, Marshall and Chaney Team",Legitimate
Your Subscription Renewal,"Welcome Steven!
We’re excited to have you with Anderson PLC. Explore your account here: http://claim.cooper.org/3353
Cheers,
Anderson PLC Onboarding",Legitimate
Security Alert: Suspicious Login Detected,"Congratulations Alexander!
You’ve won a $4077 gift card! Claim it now: http://verify.long.biz/3209
Hurry, offer expires soon!
Best,
Espinoza and Sons Rewards Team",Phishing
Urgent: Verify Your Account Now!,"Hello Sabrina,
Your recent payment of $4973 failed. Update your details: http://claim.allison.com/4817
Avoid service disruption!
Sincerely,
Wilson-Lambert Billing",Phishing
"You’ve Won $5,000 – Claim It Here!","Hi Rebecca,
Your Google account password has expired. Reset it here: http://login.barajas.com/3720
This is urgent!
Thanks,
Park-Beck Security",Phishing
"Welcome to Davis, Meyer and Salinas!","Hi Jeffrey,
Just a reminder about our team meeting tomorrow at 17:55:42. Please prepare your updates.
Thanks,
Nathan Young",Legitimate
Team Meeting Tomorrow,"Dear Logan,
Your Netflix subscription renews on 2025-02-19. No action needed – you’re all set!
Best,
Young Group Team",Legitimate
Your Subscription Renewal,"Hi Michelle,
Here’s your weekly update for 2025-02-01. Stay informed with Ingram and Sons news!
Thanks,
Ingram and Sons Newsletter Team",Legitimate
"You’ve Won $5,000 – Claim It Here!","Congratulations Christine!
You’ve won a $366 gift card! Claim it now: http://claim.woodard-thompson.info/4577
Hurry, offer expires soon!
Best,
Waters-Evans Rewards Team",Phishing
Password Reset Required Immediately,"Hi James,
Your PayPal account password has expired. Reset it here: http://claim.fritz-kelly.org/7989
This is urgent!
Thanks,
Mullins-Horton Security",Phishing
Your Subscription Renewal,"Hello Amy,
Here’s the latest on our project. Next milestone is due 2025-02-19. Let me know if you have questions!
Regards,
Stacy Sutton",Legitimate
Urgent: Verify Your Account Now!,"Dear Michael,
We detected unusual activity on your account. Click here to verify: http://secure.wong.com/1176
Failure to act within 24 hours will suspend your account.
Regards,
Snyder, Henson and Abbott Support",Phishing
Weekly Newsletter – 2025-02-16,"Hi Tyler,
Here’s your weekly update for 2025-02-16. Stay informed with Chambers-Johnson news!
Thanks,
Chambers-Johnson Newsletter Team",Legitimate
Team Meeting Tomorrow,"Hi Kimberly,
Just a reminder about our team meeting tomorrow at 17:43:46. Please prepare your updates.
Thanks,
Doris Vazquez",Legitimate
Team Meeting Tomorrow,"Dear Stephanie,
Your PayPal subscription renews on 2025-02-17. No action needed – you’re all set!
Best,
Hunter PLC Team",Legitimate
Your Subscription Renewal,"Hi George,
Just a reminder about our team meeting tomorrow at 23:31:04. Please prepare your updates.
Thanks,
Sara Schwartz",Legitimate
Project Update: Next Steps,"Hi Craig,
Just a reminder about our team meeting tomorrow at 05:26:08. Please prepare your updates.
Thanks,
Samantha Newman",Legitimate
Your Payment Failed – Update Billing Info,"Dear Brenda,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.hawkins.info/5663
Act now!
White-Dixon Team",Phishing
Your Payment Failed – Update Billing Info,"Congratulations Melissa!
You’ve won a $563 gift card! Claim it now: http://verify.cherry-lopez.com/1704
Hurry, offer expires soon!
Best,
Kline Ltd Rewards Team",Phishing
Password Reset Required Immediately,"Dear Teresa,
We detected unusual activity on your account. Click here to verify: http://verify.klein.com/7481
Failure to act within 24 hours will suspend your account.
Regards,
Thompson Inc Support",Phishing
Password Reset Required Immediately,"Dear Erin,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.smith-mason.com/8802
Act now!
Fields-Brooks Team",Phishing
Team Meeting Tomorrow,"Hello Alexis,
Here’s the latest on our project. Next milestone is due 2025-02-09. Let me know if you have questions!
Regards,
Vickie Lee",Legitimate
Your Payment Failed – Update Billing Info,"Congratulations Joshua!
You’ve won a $4589 gift card! Claim it now: http://verify.bridges-klein.com/4557
Hurry, offer expires soon!
Best,
Baker Ltd Rewards Team",Phishing
Project Update: Next Steps,"Hello Tiffany,
Here’s the latest on our project. Next milestone is due 2025-02-11. Let me know if you have questions!
Regards,
Alyssa Ashley",Legitimate
"You’ve Won $5,000 – Claim It Here!","Congratulations Alexander!
You’ve won a $2662 gift card! Claim it now: http://secure.guerrero.net/7788
Hurry, offer expires soon!
Best,
Jackson PLC Rewards Team",Phishing
Weekly Newsletter – 2025-02-12,"Hi Edward,
Here’s your weekly update for 2025-02-12. Stay informed with Shaw-Bartlett news!
Thanks,
Shaw-Bartlett Newsletter Team",Legitimate
Password Reset Required Immediately,"Congratulations Steven!
You’ve won a $128 gift card! Claim it now: http://claim.williams.com/7878
Hurry, offer expires soon!
Best,
Garcia, Estrada and Hernandez Rewards Team",Phishing
"You’ve Won $5,000 – Claim It Here!","Congratulations Mindy!
You’ve won a $2514 gift card! Claim it now: http://verify.hall-coleman.com/7597
Hurry, offer expires soon!
Best,
Price-Molina Rewards Team",Phishing
Weekly Newsletter – 2025-02-11,"Dear Sarah,
Your Bank of America subscription renews on 2025-02-11. No action needed – you’re all set!
Best,
Lewis Inc Team",Legitimate
Project Update: Next Steps,"Welcome Brooke!
We’re excited to have you with Hardy, Torres and Fisher. Explore your account here: http://login.west-stewart.com/9379
Cheers,
Hardy, Torres and Fisher Onboarding",Legitimate
Welcome to Joyce and Sons!,"Hello Kristin,
Here’s the latest on our project. Next milestone is due 2025-02-01. Let me know if you have questions!
Regards,
David Henderson",Legitimate
Security Alert: Suspicious Login Detected,"Congratulations Tyler!
You’ve won a $4990 gift card! Claim it now: http://login.love-george.com/7122
Hurry, offer expires soon!
Best,
Patton, Parker and Parker Rewards Team",Phishing
Project Update: Next Steps,"Welcome Jennifer!
We’re excited to have you with Raymond-Evans. Explore your account here: http://login.ford.com/1504
Cheers,
Raymond-Evans Onboarding",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Lucas,
We detected unusual activity on your account. Click here to verify: http://verify.vincent.com/1130
Failure to act within 24 hours will suspend your account.
Regards,
Sullivan, Charles and Perkins Support",Phishing
"You’ve Won $5,000 – Claim It Here!","Hello Sean,
Your recent payment of $2824 failed. Update your details: http://secure.rowe.info/5158
Avoid service disruption!
Sincerely,
Munoz, Roman and Hernandez Billing",Phishing
Your Subscription Renewal,"Welcome Claudia!
We’re excited to have you with Wilson Group. Explore your account here: http://login.moss.info/1089
Cheers,
Wilson Group Onboarding",Legitimate
Your Subscription Renewal,"Welcome Kristin!
We’re excited to have you with Watson, Jones and Warren. Explore your account here: http://claim.washington.com/5586
Cheers,
Watson, Jones and Warren Onboarding",Legitimate
Password Reset Required Immediately,"Hello Vanessa,
Your recent payment of $1421 failed. Update your details: http://login.flynn.com/5608
Avoid service disruption!
Sincerely,
Gonzalez, Powers and Tran Billing",Phishing
Security Alert: Suspicious Login Detected,"Dear Laura,
We detected unusual activity on your account. Click here to verify: http://login.carr-king.com/5588
Failure to act within 24 hours will suspend your account.
Regards,
Murphy-Miller Support",Phishing
"Welcome to Turner, Gomez and Lee!","Hello Kyle,
Here’s the latest on our project. Next milestone is due 2025-02-11. Let me know if you have questions!
Regards,
Kristin David",Legitimate
Password Reset Required Immediately,"Congratulations Deborah!
You’ve won a $935 gift card! Claim it now: http://secure.velez-jackson.com/5345
Hurry, offer expires soon!
Best,
Smith Ltd Rewards Team",Phishing
Team Meeting Tomorrow,"Hi Joseph,
Just a reminder about our team meeting tomorrow at 12:04:13. Please prepare your updates.
Thanks,
Jose Green",Legitimate
Your Payment Failed – Update Billing Info,"Hello David,
Your recent payment of $2449 failed. Update your details: http://claim.jones.com/9216
Avoid service disruption!
Sincerely,
Martin Ltd Billing",Phishing
Security Alert: Suspicious Login Detected,"Dear William,
We detected unusual activity on your account. Click here to verify: http://login.james-gonzalez.com/3701
Failure to act within 24 hours will suspend your account.
Regards,
Murphy PLC Support",Phishing
"You’ve Won $5,000 – Claim It Here!","Congratulations Julie!
You’ve won a $3961 gift card! Claim it now: http://verify.ellis.com/9872
Hurry, offer expires soon!
Best,
Jones-Shea Rewards Team",Phishing
Team Meeting Tomorrow,"Hi Maria,
Here’s your weekly update for 2025-02-10. Stay informed with Hampton-Ortiz news!
Thanks,
Hampton-Ortiz Newsletter Team",Legitimate
Project Update: Next Steps,"Welcome Michael!
We’re excited to have you with Lee-Bowman. Explore your account here: http://login.andrews.info/8121
Cheers,
Lee-Bowman Onboarding",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Heidi,
We detected unusual activity on your account. Click here to verify: http://claim.wilcox.net/1206
Failure to act within 24 hours will suspend your account.
Regards,
Mcgee Group Support",Phishing
Weekly Newsletter – 2025-02-21,"Hi Pamela,
Here’s your weekly update for 2025-02-21. Stay informed with Diaz, Peterson and Briggs news!
Thanks,
Diaz, Peterson and Briggs Newsletter Team",Legitimate
Urgent: Verify Your Account Now!,"Dear April,
We detected unusual activity on your account. Click here to verify: http://secure.rodgers.com/1873
Failure to act within 24 hours will suspend your account.
Regards,
Taylor Group Support",Phishing
Project Update: Next Steps,"Welcome Jeffery!
We’re excited to have you with Crawford, Davenport and Baker. Explore your account here: http://verify.mcmillan.com/2286
Cheers,
Crawford, Davenport and Baker Onboarding",Legitimate
Welcome to Hanson PLC!,"Hi Donna,
Just a reminder about our team meeting tomorrow at 03:01:10. Please prepare your updates.
Thanks,
Aaron Miller",Legitimate
"Welcome to Manning, Thomas and Monroe!","Dear Ray,
Your Bank of America subscription renews on 2025-02-21. No action needed – you’re all set!
Best,
Manning, Thomas and Monroe Team",Legitimate
Team Meeting Tomorrow,"Hi Haley,
Here’s your weekly update for 2025-02-06. Stay informed with Montgomery, Ellis and Benson news!
Thanks,
Montgomery, Ellis and Benson Newsletter Team",Legitimate
Project Update: Next Steps,"Dear Antonio,
Your Bank of America subscription renews on 2025-02-17. No action needed – you’re all set!
Best,
Duncan Ltd Team",Legitimate
Team Meeting Tomorrow,"Welcome Yolanda!
We’re excited to have you with Howard LLC. Explore your account here: http://secure.griffin.com/3293
Cheers,
Howard LLC Onboarding",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Amanda,
We detected unusual activity on your account. Click here to verify: http://verify.harris.com/2069
Failure to act within 24 hours will suspend your account.
Regards,
Williamson, Johnson and Carroll Support",Phishing
Welcome to Davis Inc!,"Hello Paul,
Here’s the latest on our project. Next milestone is due 2025-02-06. Let me know if you have questions!
Regards,
Tammy Wilcox",Legitimate
Project Update: Next Steps,"Hi David,
Here’s your weekly update for 2025-02-15. Stay informed with Harris Group news!
Thanks,
Harris Group Newsletter Team",Legitimate
Urgent: Verify Your Account Now!,"Dear Jamie,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.baker-martinez.com/8884
Act now!
Roberts, Hayes and Buchanan Team",Phishing
"Welcome to Hale, Arnold and Ray!","Welcome Jason!
We’re excited to have you with Hale, Arnold and Ray. Explore your account here: http://secure.rocha.org/5963
Cheers,
Hale, Arnold and Ray Onboarding",Legitimate
Urgent: Verify Your Account Now!,"Hi Dennis,
Your PayPal account password has expired. Reset it here: http://claim.blake.biz/5217
This is urgent!
Thanks,
Torres PLC Security",Phishing
Password Reset Required Immediately,"Dear Melissa,
We detected unusual activity on your account. Click here to verify: http://verify.wagner.biz/6229
Failure to act within 24 hours will suspend your account.
Regards,
Brown, Pena and Hayes Support",Phishing
Password Reset Required Immediately,"Dear Michael,
We detected unusual activity on your account. Click here to verify: http://login.miller.com/3101
Failure to act within 24 hours will suspend your account.
Regards,
Harris, Lewis and Johnson Support",Phishing
Weekly Newsletter – 2025-02-19,"Dear Roger,
Your Google subscription renews on 2025-02-19. No action needed – you’re all set!
Best,
Garcia, Morris and Young Team",Legitimate
Weekly Newsletter – 2025-02-15,"Dear Kelsey,
Your Amazon subscription renews on 2025-02-15. No action needed – you’re all set!
Best,
Allen Ltd Team",Legitimate
Project Update: Next Steps,"Dear Amy,
Your Bank of America subscription renews on 2025-02-21. No action needed – you’re all set!
Best,
Woodward-Villanueva Team",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Michelle,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.brown.com/9322
Act now!
Vazquez Inc Team",Phishing
Password Reset Required Immediately,"Dear Alexander,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.lutz-adams.org/4288
Act now!
Thomas PLC Team",Phishing
Security Alert: Suspicious Login Detected,"Dear John,
We detected unusual activity on your account. Click here to verify: http://secure.wilson-love.info/1070
Failure to act within 24 hours will suspend your account.
Regards,
Rogers, Thompson and Mcbride Support",Phishing
Weekly Newsletter – 2025-02-15,"Hi Jennifer,
Just a reminder about our team meeting tomorrow at 07:34:34. Please prepare your updates.
Thanks,
Jeanne Carter",Legitimate
Your Payment Failed – Update Billing Info,"Congratulations Michael!
You’ve won a $381 gift card! Claim it now: http://verify.harris-hanna.net/5272
Hurry, offer expires soon!
Best,
Shaw, Johnson and Phelps Rewards Team",Phishing
"Welcome to Moon, Bolton and Simpson!","Dear Isaac,
Your Bank of America subscription renews on 2025-02-17. No action needed – you’re all set!
Best,
Moon, Bolton and Simpson Team",Legitimate
Security Alert: Suspicious Login Detected,"Hi Sheryl,
Your Bank of America account password has expired. Reset it here: http://claim.collier-wilson.com/8559
This is urgent!
Thanks,
Jennings-Williams Security",Phishing
"You’ve Won $5,000 – Claim It Here!","Hello Misty,
Your recent payment of $423 failed. Update your details: http://claim.jensen-hanson.com/7963
Avoid service disruption!
Sincerely,
Keith, Michael and Montgomery Billing",Phishing
Welcome to Johnson-Frank!,"Welcome Marc!
We’re excited to have you with Johnson-Frank. Explore your account here: http://claim.lawson.com/1220
Cheers,
Johnson-Frank Onboarding",Legitimate
Team Meeting Tomorrow,"Hi John,
Here’s your weekly update for 2025-02-06. Stay informed with Love-Taylor news!
Thanks,
Love-Taylor Newsletter Team",Legitimate
Your Payment Failed – Update Billing Info,"Dear Tracy,
We detected unusual activity on your account. Click here to verify: http://verify.welch.com/2864
Failure to act within 24 hours will suspend your account.
Regards,
Ruiz-Thompson Support",Phishing
Your Subscription Renewal,"Hello Matthew,
Here’s the latest on our project. Next milestone is due 2025-02-12. Let me know if you have questions!
Regards,
Robert Howard",Legitimate
Urgent: Verify Your Account Now!,"Hi Taylor,
Your PayPal account password has expired. Reset it here: http://secure.estes.com/2525
This is urgent!
Thanks,
Vega LLC Security",Phishing
"You’ve Won $5,000 – Claim It Here!","Dear Steve,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.baker.com/8616
Act now!
Turner-Guerra Team",Phishing
Weekly Newsletter – 2025-02-23,"Hi Steven,
Just a reminder about our team meeting tomorrow at 09:53:50. Please prepare your updates.
Thanks,
Thomas Montgomery",Legitimate
Project Update: Next Steps,"Dear Kim,
Your Netflix subscription renews on 2025-02-03. No action needed – you’re all set!
Best,
Boyd and Sons Team",Legitimate
Welcome to Lewis Group!,"Hi Peter,
Just a reminder about our team meeting tomorrow at 11:57:43. Please prepare your updates.
Thanks,
Ronald Adkins",Legitimate
Security Alert: Suspicious Login Detected,"Dear Lee,
We detected unusual activity on your account. Click here to verify: http://secure.thomas.com/3477
Failure to act within 24 hours will suspend your account.
Regards,
Douglas, Rodriguez and Cook Support",Phishing
Your Payment Failed – Update Billing Info,"Dear Anthony,
We detected unusual activity on your account. Click here to verify: http://claim.wu-cooper.info/2375
Failure to act within 24 hours will suspend your account.
Regards,
Dixon, Holmes and Garcia Support",Phishing
Your Payment Failed – Update Billing Info,"Hello Anthony,
Your recent payment of $1687 failed. Update your details: http://claim.young-costa.com/1719
Avoid service disruption!
Sincerely,
Kaufman, Young and Berg Billing",Phishing
Your Payment Failed – Update Billing Info,"Dear Bradley,
We detected unusual activity on your account. Click here to verify: http://claim.schneider.biz/5788
Failure to act within 24 hours will suspend your account.
Regards,
Johnson-Vance Support",Phishing
Weekly Newsletter – 2025-02-03,"Welcome Juan!
We’re excited to have you with Buck-Ortiz. Explore your account here: http://secure.jones-moore.com/9609
Cheers,
Buck-Ortiz Onboarding",Legitimate
Password Reset Required Immediately,"Hello Taylor,
Your recent payment of $2784 failed. Update your details: http://login.morris-brown.com/9826
Avoid service disruption!
Sincerely,
Lee, Rivera and Perez Billing",Phishing
Security Alert: Suspicious Login Detected,"Hi Sarah,
Your Netflix account password has expired. Reset it here: http://secure.patterson.info/9239
This is urgent!
Thanks,
Stewart, Thompson and Parrish Security",Phishing
Weekly Newsletter – 2025-02-12,"Hi Kyle,
Just a reminder about our team meeting tomorrow at 10:42:48. Please prepare your updates.
Thanks,
Carlos Reynolds",Legitimate
Your Payment Failed – Update Billing Info,"Dear Michael,
We detected unusual activity on your account. Click here to verify: http://login.martin.info/9788
Failure to act within 24 hours will suspend your account.
Regards,
Castro, Wallace and English Support",Phishing
Team Meeting Tomorrow,"Welcome Keith!
We’re excited to have you with Clark, Stewart and James. Explore your account here: http://claim.smith-bryant.com/2311
Cheers,
Clark, Stewart and James Onboarding",Legitimate
Your Subscription Renewal,"Hi Edwin,
Here’s your weekly update for 2025-02-01. Stay informed with Miller, Craig and Reeves news!
Thanks,
Miller, Craig and Reeves Newsletter Team",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Lisa,
We detected unusual activity on your account. Click here to verify: http://login.glass.com/2959
Failure to act within 24 hours will suspend your account.
Regards,
Thomas Ltd Support",Phishing
Team Meeting Tomorrow,"Dear Morgan,
Your Bank of America subscription renews on 2025-02-22. No action needed – you’re all set!
Best,
Hudson-Banks Team",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Diane,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.alexander.info/3572
Act now!
Hardy-Brown Team",Phishing
Urgent: Verify Your Account Now!,"Dear Donna,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.smith.org/1834
Act now!
Martinez-Cobb Team",Phishing
Security Alert: Suspicious Login Detected,"Congratulations Courtney!
You’ve won a $1710 gift card! Claim it now: http://claim.phillips.com/6524
Hurry, offer expires soon!
Best,
Franco-Allen Rewards Team",Phishing
Your Subscription Renewal,"Hi Lisa,
Just a reminder about our team meeting tomorrow at 14:20:55. Please prepare your updates.
Thanks,
Christine Hill",Legitimate
Password Reset Required Immediately,"Dear Lauren,
We detected unusual activity on your account. Click here to verify: http://login.mcdonald.info/9934
Failure to act within 24 hours will suspend your account.
Regards,
Holloway PLC Support",Phishing
Your Subscription Renewal,"Hi Amber,
Here’s your weekly update for 2025-02-09. Stay informed with Scott, Baker and Bender news!
Thanks,
Scott, Baker and Bender Newsletter Team",Legitimate
Your Subscription Renewal,"Hi John,
Just a reminder about our team meeting tomorrow at 21:57:49. Please prepare your updates.
Thanks,
Robert Dodson",Legitimate
Urgent: Verify Your Account Now!,"Hello Charles,
Your recent payment of $3850 failed. Update your details: http://verify.archer.info/7820
Avoid service disruption!
Sincerely,
Cruz-Sullivan Billing",Phishing
Your Payment Failed – Update Billing Info,"Dear Maria,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.payne-taylor.net/7987
Act now!
King Inc Team",Phishing
Weekly Newsletter – 2025-02-02,"Hi Felicia,
Here’s your weekly update for 2025-02-02. Stay informed with Taylor-Delgado news!
Thanks,
Taylor-Delgado Newsletter Team",Legitimate
Team Meeting Tomorrow,"Dear Gabrielle,
Your Google subscription renews on 2025-02-02. No action needed – you’re all set!
Best,
Jones, Clark and Scott Team",Legitimate
Team Meeting Tomorrow,"Dear Kelly,
Your PayPal subscription renews on 2025-02-03. No action needed – you’re all set!
Best,
Henderson Group Team",Legitimate
Password Reset Required Immediately,"Dear Derrick,
We detected unusual activity on your account. Click here to verify: http://login.carter.info/7213
Failure to act within 24 hours will suspend your account.
Regards,
Duke Group Support",Phishing
